,ACTR3B,ANLN,BAG1,BCL2,BIRC5,BLVRA,CCNB1,CCNE1,CDC20,CDC6,CDCA1,CDH3,CENPF,CEP55,CXXC5,EGFR,ERBB2,ESR1,EXO1,FGFR4,FOXA1,FOXC1,GPR160,GRB7,KIF2C,KNTC2,KRT14,KRT17,KRT5,MAPT,MDM2,MELK,MIA,MKI67,MLPH,MMP11,MYBL2,MYC,NAT1,ORC6L,PGR,PHGDH,PTTG1,RRM2,SFRP1,SLC39A6,TMEM45B,TYMS,UBE2C,UBE2T
222,0.114,-3.764,1.901,0.40299999999999997,-4.276,-0.496,-3.477,-1.45,-2.472,-3.545,-4.248,2.428,-3.798,-3.24,-1.119,0.987,0.5529999999999999,-0.898,0.0,-2.311,-1.501,1.72,-0.956,0.637,-3.2710000000000004,-3.0610000000000004,2.529,4.337,3.698,0.0,0.184,-3.355,3.1189999999999998,-2.4530000000000003,0.833,2.98,-3.523,-1.429,0.409,-2.5269999999999997,1.317,-1.619,-2.0540000000000003,-4.112,3.784,-0.109,-2.089,-3.66,-1.83,-3.627
223,0.022000000000000002,-3.1510000000000002,-0.643,0.621,-3.0,-0.48200000000000004,-2.4819999999999998,-1.004,-2.34,-3.219,-2.7710000000000004,0.7170000000000001,-2.562,-2.71,-0.028999999999999998,-0.075,1.8840000000000001,2.124,-2.758,-1.016,2.064,-1.61,1.271,0.5760000000000001,-2.7030000000000003,-2.7319999999999998,0.765,-0.17600000000000002,-0.748,1.847,-0.017,-1.91,-1.2009999999999998,-2.813,1.2329999999999999,4.6339999999999995,-3.1069999999999998,-0.27399999999999997,4.008,-3.648,0.77,-3.532,-2.7119999999999997,-3.654,-0.6579999999999999,0.706,-0.7829999999999999,-2.93,-1.984,-2.26
224,-1.588,-2.7030000000000003,0.28600000000000003,0.838,-2.524,1.0,-2.421,-0.9640000000000001,-1.495,-1.73,-1.53,-0.35700000000000004,-1.871,-2.04,0.289,0.318,3.2310000000000003,1.9669999999999999,-2.5340000000000003,-1.7280000000000002,2.7439999999999998,-1.66,2.544,0.904,-2.2430000000000003,-2.708,0.68,-0.105,-0.6809999999999999,0.563,0.35200000000000004,-2.0869999999999997,-0.846,-1.7819999999999998,0.9259999999999999,4.408,-2.8489999999999998,-2.949,4.378,-3.201,1.3619999999999999,-2.53,-1.834,-2.7319999999999998,-0.715,0.985,-0.7070000000000001,-3.42,-1.0590000000000002,-1.985
225,-0.276,0.0,2.204,0.015,-4.695,1.034,-3.534,-1.6869999999999998,-3.0469999999999997,-2.9010000000000002,0.0,2.439,-3.841,-3.603,0.621,-0.557,3.737,4.873,0.0,-2.3209999999999997,3.475,-0.47,1.7380000000000002,0.846,-4.906000000000001,-4.043,3.528,2.658,2.206,1.317,0.441,-4.42,2.375,0.0,0.8759999999999999,-0.053,-4.037,-3.2889999999999997,5.511,0.0,1.018,-2.967,-3.4219999999999997,-4.696000000000001,0.439,1.784,-0.389,-2.79,-2.9160000000000004,-3.406
226,-0.6940000000000001,0.0,0.024,0.597,-3.235,-0.064,-2.5180000000000002,-1.494,-1.972,0.0,-3.6839999999999997,0.7090000000000001,-3.372,-2.46,0.42700000000000005,0.115,4.663,3.12,-3.522,-2.037,2.927,-1.89,1.459,2.195,-2.735,-3.378,0.276,0.938,0.019,0.474,0.551,-2.464,-0.6709999999999999,-3.745,0.805,4.428999999999999,-2.6719999999999997,-2.323,2.7460000000000004,0.0,0.09699999999999999,-3.076,-2.149,-3.727,-1.07,0.429,-2.065,-3.6,-1.09,-2.235
227,-0.672,-2.2969999999999997,-0.872,-0.209,-2.5810000000000004,0.603,-2.158,-1.528,-2.2359999999999998,-1.6340000000000001,-2.43,-0.486,-2.351,-2.06,0.49,-0.248,2.911,4.886,-2.339,-2.353,2.739,-2.64,1.8840000000000001,0.37799999999999995,-3.0860000000000003,-2.334,-0.92,-2.352,-1.963,-0.122,0.037000000000000005,-1.77,-2.891,-2.094,0.408,4.493,-2.4459999999999997,-3.355,5.127000000000001,-2.1180000000000003,0.188,-3.6660000000000004,-2.282,-3.0469999999999997,-1.886,1.641,1.265,-2.47,-1.298,-1.831
228,-0.7609999999999999,-3.603,1.181,0.35200000000000004,-2.778,0.841,-2.891,-1.014,-1.013,-2.202,-3.227,-0.129,-3.117,-2.82,0.59,0.032,2.623,4.577,-3.1289999999999996,-1.806,3.537,-1.53,0.377,0.7240000000000001,-3.016,-2.509,1.295,0.009000000000000001,-0.441,0.293,0.23399999999999999,-3.0189999999999997,1.054,-2.574,0.581,1.6269999999999998,-2.5869999999999997,-1.7890000000000001,0.409,-2.502,1.679,-2.148,-2.069,-2.463,0.2,-0.18100000000000002,-1.74,-3.62,-1.147,-1.9
229,-1.11,-3.7239999999999998,1.995,0.035,-2.9360000000000004,1.994,-2.615,-1.551,-2.239,-2.305,-2.543,-1.215,-3.595,-2.76,0.309,-0.187,2.428,5.127999999999999,-3.173,-2.13,3.937,-2.57,2.066,0.446,-2.7969999999999997,-2.714,-0.919,-2.092,-1.87,0.278,-0.07400000000000001,-2.8939999999999997,0.0,-2.83,1.112,1.192,-2.773,-3.446,5.194,-2.1109999999999998,1.526,-2.923,-2.714,-2.991,-2.4859999999999998,3.592,-1.827,-2.54,-1.4580000000000002,-2.458
230,-1.331,-3.852,0.299,0.503,-2.5340000000000003,0.98,-2.316,-0.995,-1.645,-2.8510000000000004,-3.6289999999999996,1.485,-3.58,-3.2,0.8490000000000001,-0.266,2.376,3.465,-3.029,-1.885,2.096,-1.61,1.514,0.594,-2.545,-2.6830000000000003,-0.509,-1.24,-1.535,0.8859999999999999,0.249,-1.97,-3.0589999999999997,-3.6510000000000002,1.073,3.529,-1.857,-1.767,0.843,-3.43,0.165,-2.153,-2.3209999999999997,-2.772,-0.732,2.761,-1.942,-3.16,-1.321,-3.094
231,-0.608,-2.489,-1.065,0.243,-0.36200000000000004,0.965,-1.81,-0.607,-1.7469999999999999,-0.9329999999999999,-1.574,-0.062,-1.926,-0.45,-0.287,-1.483,1.473,2.03,-2.315,-1.3780000000000001,-0.21100000000000002,-2.9,2.013,0.48700000000000004,-1.806,-0.664,-0.10800000000000001,-1.796,-1.3530000000000002,0.40700000000000003,0.048,-2.461,-2.345,-2.43,0.23800000000000002,4.328,-2.6889999999999996,-2.8569999999999998,3.9010000000000002,-2.116,-0.6759999999999999,-2.867,-0.691,-2.469,-3.094,-0.312,-2.019,-2.33,-0.9520000000000001,-0.016
232,-0.6970000000000001,-3.635,0.36200000000000004,0.743,-3.4560000000000004,-0.405,-3.263,-1.6840000000000002,-1.922,-3.73,-3.72,2.397,-3.627,-4.73,-0.419,0.08,2.7889999999999997,1.8130000000000002,-2.812,-1.608,0.72,0.58,-0.19,0.938,-3.015,-3.8789999999999996,2.445,2.83,2.012,0.0,-0.33,-3.701,1.425,-3.325,1.2009999999999998,0.621,-3.201,-0.18899999999999997,2.8710000000000004,-3.3569999999999998,0.852,-1.693,-2.7910000000000004,-4.433,2.8510000000000004,-0.618,-1.276,-4.11,-2.222,-3.463
