,ACTR3B,ANLN,BAG1,BCL2,BIRC5,BLVRA,CCNB1,CCNE1,CDC20,CDC6,CDCA1,CDH3,CENPF,CEP55,CXXC5,EGFR,ERBB2,ESR1,EXO1,FGFR4,FOXA1,FOXC1,GPR160,GRB7,KIF2C,KNTC2,KRT14,KRT17,KRT5,MAPT,MDM2,MELK,MIA,MKI67,MLPH,MMP11,MYBL2,MYC,NAT1,ORC6L,PGR,PHGDH,PTTG1,RRM2,SFRP1,SLC39A6,TMEM45B,TYMS,UBE2C,UBE2T
1,-1.151,-3.736,0.26,1.3,-2.86,-0.569,-2.9810000000000003,-1.962,-1.28,-2.6489999999999996,-4.614,1.8330000000000002,-1.8530000000000002,-4.33,0.076,0.091,0.489,-0.373,-2.145,-0.04,0.33299999999999996,0.905,-0.813,0.961,-2.248,-3.64,3.042,2.364,2.4930000000000003,0.33399999999999996,1.2309999999999999,-2.454,2.282,-1.76,1.9140000000000001,-0.094,-2.296,-0.591,0.8140000000000001,-2.272,0.794,-1.0270000000000001,-2.65,-3.928,3.1060000000000003,-1.138,-2.093,-4.36,-1.4480000000000002,-3.3819999999999997
2,-0.485,-3.739,0.591,1.58,-3.25,-0.5329999999999999,-2.935,-1.0859999999999999,-1.712,-2.758,-1.929,1.767,-2.1790000000000003,-3.54,0.653,-0.19,0.364,1.953,-3.0069999999999997,-0.01,1.215,-0.10099999999999999,0.17300000000000001,1.003,-1.284,-4.101,3.3739999999999997,2.044,1.238,-0.013999999999999999,0.506,-2.737,3.9389999999999996,-1.45,1.646,-0.085,-2.802,-0.392,1.857,-2.5340000000000003,1.386,-0.988,-2.386,-4.659,3.6689999999999996,0.048,-0.9329999999999999,-4.05,-2.615,-2.7460000000000004
3,0.298,-2.8480000000000003,0.359,1.2919999999999998,-2.4930000000000003,-0.687,-2.81,-1.194,-1.084,-2.5340000000000003,-1.235,1.4780000000000002,-1.814,-2.89,0.071,0.25,0.509,0.79,-2.008,0.06,1.205,1.649,-0.348,0.938,-1.3219999999999998,-2.741,3.0410000000000004,1.526,2.253,0.34,1.023,-2.416,1.686,-1.31,1.8119999999999998,-0.526,-2.303,0.336,-0.061,-2.526,0.428,-0.7290000000000001,-1.6580000000000001,-3.77,3.2680000000000002,-0.7959999999999999,-1.909,-2.86,-0.708,-2.7439999999999998
4,1.153,-4.717,0.098,1.954,-3.237,-0.535,-3.5580000000000003,-2.185,-1.774,-3.892,-3.466,1.236,-2.0669999999999997,-4.78,-0.354,0.037000000000000005,0.607,-0.414,-3.299,-0.69,-3.417,1.926,-1.49,1.1540000000000001,-2.91,-3.9210000000000003,3.234,1.7009999999999998,1.3330000000000002,0.433,0.449,-3.819,0.909,-2.24,2.697,-0.932,-2.8939999999999997,-0.799,-0.9059999999999999,-3.0210000000000004,0.638,-0.5429999999999999,-2.8280000000000003,-4.5360000000000005,3.35,-2.167,-3.2739999999999996,-4.12,-2.065,-3.742
5,-0.287,-3.681,0.441,1.911,-2.156,-0.965,-2.8689999999999998,-1.129,-1.43,-3.362,-2.108,1.256,-2.56,-3.29,-0.14800000000000002,-0.278,0.7609999999999999,-0.488,-3.052,0.49,1.005,0.233,0.22,1.158,-1.284,-3.58,2.978,1.21,1.422,-0.109,0.794,-2.7960000000000003,2.449,-1.49,2.113,-0.5,-2.41,-0.20199999999999999,0.266,-2.379,1.413,-1.07,-2.248,-3.798,3.175,-1.054,-0.597,-3.8,-1.847,-2.575
6,1.082,-4.544,0.037000000000000005,0.8140000000000001,-3.807,-0.562,-3.406,-1.989,-2.53,-4.426,-3.408,1.63,-2.315,-4.6,-0.017,0.09699999999999999,0.862,0.613,-3.681,-1.35,-0.37200000000000005,0.9009999999999999,-0.332,0.887,-3.193,-4.025,3.201,1.228,1.179,0.18899999999999997,-0.267,-3.738,2.219,-2.45,1.396,-0.602,-3.241,0.34700000000000003,-0.192,-3.832,0.755,-0.754,-3.0639999999999996,-4.644,3.7489999999999997,-0.8140000000000001,-2.717,-3.53,-2.294,-3.326
7,0.691,-4.386,-0.141,0.386,-3.656,-0.733,-2.8539999999999996,-0.97,-2.377,-2.822,-3.261,1.311,-1.127,-3.68,0.265,0.22899999999999998,0.237,0.155,-2.452,-0.28,0.222,1.506,-0.23,0.59,-2.04,-3.721,2.784,1.2309999999999999,1.4169999999999998,0.064,-0.402,-2.7230000000000003,1.996,-2.02,0.838,-0.133,-2.826,0.445,-0.319,-2.5269999999999997,0.063,-0.8590000000000001,-2.821,-4.051,3.555,0.08800000000000001,-2.004,-3.96,-1.686,-3.158
8,-0.483,-4.756,-0.035,2.23,-4.553999999999999,-0.256,-3.475,-2.022,-0.564,0.0,-2.229,2.048,-2.318,0.0,-0.278,0.858,0.847,-0.654,-3.2430000000000003,-0.8,0.708,0.8540000000000001,-1.631,1.393,-4.093999999999999,-4.345,1.4980000000000002,2.891,2.215,0.41700000000000004,1.5030000000000001,-4.158,2.176,-2.49,2.609,0.073,-3.409,-1.168,1.496,0.0,1.085,-1.526,-3.668,-5.0169999999999995,2.101,-2.166,-1.349,-4.48,-1.6769999999999998,-3.989
9,-0.649,0.0,0.242,1.7819999999999998,-4.918,0.187,-4.285,-1.5819999999999999,-0.981,0.0,-2.03,1.536,-2.582,0.0,0.1,0.654,0.789,1.6869999999999998,-3.556,-0.47,1.614,0.55,-1.614,1.28,-3.638,-4.8180000000000005,1.156,2.694,1.915,0.303,0.439,0.0,2.283,-2.66,2.028,-0.114,-3.5639999999999996,-2.322,1.446,-3.2769999999999997,1.05,-1.847,-3.925,-5.082,0.9279999999999999,-1.045,-2.542,-4.51,-1.891,-4.0
10,1.136,-3.3539999999999996,0.247,0.45399999999999996,-3.747,0.121,-2.5860000000000003,-1.676,-1.6469999999999998,-3.227,-3.344,1.696,-2.2880000000000003,-4.8,-0.946,0.46299999999999997,0.11800000000000001,1.166,-2.488,-0.94,0.26899999999999996,1.546,-0.22699999999999998,0.496,-2.955,-3.3739999999999997,1.916,1.675,1.746,0.42,-0.09300000000000001,-3.051,1.745,-2.01,1.306,-0.885,-3.173,-0.049,0.048,-3.0389999999999997,0.023,-1.163,-2.752,-4.331,2.787,-0.552,-2.38,-4.25,-1.781,-3.197
11,-0.562,-4.047,0.0,0.473,-1.6159999999999999,-0.001,-3.4789999999999996,-1.899,-2.278,-3.464,-3.655,1.426,-2.798,-4.28,-1.659,0.605,0.0,-0.579,-3.283,-1.09,0.987,0.8170000000000001,1.034,0.8640000000000001,-3.761,-4.1080000000000005,3.0839999999999996,2.563,2.175,0.079,-0.14400000000000002,-3.67,1.595,-2.8,1.246,-0.522,-3.6510000000000002,0.29600000000000004,0.012,-3.411,0.023,-1.974,-3.5410000000000004,-4.817,2.062,-0.807,2.206,-4.78,-2.2319999999999998,-3.616
12,-0.992,0.0,-0.257,0.531,-3.924,-0.121,-4.092,-1.7280000000000002,-2.965,0.0,-2.546,1.653,-2.392,-4.78,0.076,0.5429999999999999,0.39399999999999996,-0.627,0.0,-0.94,0.43200000000000005,1.49,-0.271,0.557,-3.3169999999999997,-4.277,2.802,2.917,2.0709999999999997,0.084,0.332,-4.071000000000001,2.193,-3.5,1.9040000000000001,-0.262,-3.867,0.687,-0.175,0.0,-0.064,-1.7530000000000001,-3.8689999999999998,-4.986000000000001,3.158,-0.758,-0.441,-4.55,-2.8939999999999997,-4.031000000000001
13,0.282,0.258,-0.691,0.47100000000000003,0.0,-1.041,-0.7609999999999999,2.572,1.175,-1.9609999999999999,0.49700000000000005,2.7060000000000004,0.878,-0.184,-0.5870000000000001,-0.126,2.093,-2.762,-0.3,0.0,-4.24,2.2230000000000003,-0.581,0.6509999999999999,0.127,0.698,0.48700000000000004,-0.782,-1.37,0.325,0.379,-0.162,3.33,-0.342,0.0,3.714,0.207,-0.795,-0.29,-0.10400000000000001,0.0,-1.252,0.011000000000000001,-1.355,-1.245,-3.6319999999999997,-3.3810000000000002,-1.34,0.22,0.237
14,0.10300000000000001,0.682,-0.821,1.8719999999999999,0.0,-0.087,-1.659,1.206,0.07400000000000001,-1.857,-0.502,1.339,0.085,-0.653,-0.11699999999999999,0.491,1.59,-0.966,-1.15,0.0,-3.85,1.4969999999999999,-0.8759999999999999,0.759,-0.033,-0.8009999999999999,0.28,-0.475,1.138,0.561,1.285,-0.6459999999999999,1.53,-1.0390000000000001,0.0,0.151,0.36,-0.309,0.198,-1.589,0.0,-1.239,-0.503,-1.641,-0.7390000000000001,-4.466,-2.603,-2.721,-0.23,-0.22699999999999998
15,0.28600000000000003,-1.19,-0.9940000000000001,0.413,0.0,-0.825,-1.5419999999999998,-0.529,-0.555,-1.45,-0.293,0.72,0.268,0.794,-1.745,-0.128,0.544,-1.251,-0.71,0.0,-3.49,2.3680000000000003,0.028999999999999998,0.298,-0.77,-0.085,0.76,1.393,1.9240000000000002,-0.21100000000000002,0.266,-0.778,2.33,-0.306,0.0,1.386,-0.48700000000000004,-0.209,-0.183,-0.34299999999999997,0.0,-0.262,-0.9129999999999999,-1.767,0.574,-2.27,-3.2119999999999997,-0.838,-0.06,-0.6579999999999999
16,-0.408,0.281,-1.433,0.8009999999999999,0.0,-1.248,0.244,3.21,0.294,-0.107,-0.988,-0.331,-1.054,-0.8170000000000001,-0.12,0.006,1.357,-2.101,-0.23,0.0,-4.04,-1.125,-1.662,0.36700000000000005,-0.45,-0.28300000000000003,-0.28600000000000003,-0.754,-1.376,0.09300000000000001,0.68,0.006999999999999999,-2.55,0.29100000000000004,0.0,1.8980000000000001,0.6579999999999999,-2.5789999999999997,-0.51,-0.23600000000000002,0.0,-0.5710000000000001,-0.442,0.52,1.31,-3.4760000000000004,-2.136,-1.838,0.69,-1.0270000000000001
17,-1.121,-2.303,-0.324,1.0759999999999998,0.0,-0.21100000000000002,-2.496,-0.447,-1.153,-2.286,-1.601,1.3659999999999999,-1.4380000000000002,-1.7309999999999999,-0.14800000000000002,0.41200000000000003,0.6990000000000001,-1.525,-1.82,0.0,-2.18,1.355,-0.619,0.722,-1.171,-0.919,0.674,0.040999999999999995,-0.377,0.163,0.5429999999999999,-1.4580000000000002,2.16,-0.607,0.0,2.469,-1.5130000000000001,-1.534,-0.175,-2.198,0.0,-1.3730000000000002,-1.3419999999999999,-1.5959999999999999,0.465,-2.678,-2.563,-2.055,-1.02,-1.839
18,0.163,-1.295,-1.5619999999999998,1.263,0.0,-1.145,-2.269,0.47700000000000004,-0.171,-1.673,-1.7930000000000001,2.1590000000000003,-0.838,-1.594,-0.706,0.157,0.8809999999999999,-2.273,-1.27,0.0,-3.19,3.622,-1.242,0.8390000000000001,-0.415,-1.0290000000000001,-0.239,0.636,-0.466,0.019,0.785,-1.367,2.44,-0.284,0.0,4.378,-0.308,-1.128,-0.42200000000000004,-1.986,0.0,0.893,-1.205,-1.9340000000000002,1.591,-4.026,-2.583,-2.516,-0.3,-1.085
19,0.863,-0.8029999999999999,-1.03,0.8370000000000001,-0.585,-1.6,-1.469,-0.701,0.775,-2.042,-0.929,1.9469999999999998,-0.047,-1.14,-1.181,-0.242,1.79,-3.9189999999999996,-0.711,-1.5430000000000001,-3.286,3.29,-0.314,0.488,0.435,-0.18899999999999997,3.873,2.256,2.8280000000000003,0.042,0.449,-1.4780000000000002,4.449,0.8390000000000001,0.715,4.078,0.303,-2.323,-0.696,-1.827,0.009000000000000001,0.031,-0.879,-1.8090000000000002,2.033,-2.738,-3.0389999999999997,-1.63,0.21600000000000003,-1.2570000000000001
20,1.1320000000000001,-0.72,-0.86,0.599,-0.853,-0.251,-0.7859999999999999,0.161,-0.382,-1.851,0.045,-0.22399999999999998,0.16899999999999998,-0.79,-0.321,3.265,1.141,-3.1689999999999996,-0.871,-1.386,-4.225,1.7,-1.1740000000000002,0.49700000000000005,-0.527,-0.23600000000000002,0.358,1.736,0.033,-0.551,0.1,-0.885,-2.377,-0.446,0.8370000000000001,3.241,-0.133,0.574,-0.9840000000000001,-1.548,-0.11900000000000001,-0.17300000000000001,-0.601,-2.542,-1.8,-2.535,-1.825,-1.15,0.282,0.008
21,1.551,0.255,-0.514,-0.192,-0.20199999999999999,-0.065,-2.093,0.26899999999999996,-0.177,-1.7109999999999999,-0.451,2.432,0.09,-0.03,-0.7290000000000001,0.24100000000000002,1.505,-2.553,-0.35100000000000003,-1.3630000000000002,-3.931,1.8,-0.188,-0.095,-1.501,0.155,-0.698,-1.268,0.823,0.03,-0.514,-0.599,0.838,-0.52,-0.309,3.557,-0.266,-0.664,-0.063,-1.48,-0.172,-0.265,-0.879,-1.492,2.17,-2.546,-3.069,-0.43,-0.9440000000000001,-0.997
22,1.374,-0.7709999999999999,-2.033,0.96,0.27399999999999997,-2.495,-2.043,2.146,0.113,-1.7309999999999999,-0.691,1.9580000000000002,-0.066,-0.95,-1.244,-0.152,2.112,-3.7439999999999998,-0.7340000000000001,-0.16,0.0,2.87,-1.652,0.635,-0.384,-1.284,0.349,-0.871,-1.2930000000000001,-0.067,0.523,-1.3940000000000001,3.59,-0.7709999999999999,0.698,1.459,-0.6709999999999999,-1.588,-0.5670000000000001,-1.3869999999999998,0.585,0.132,-1.185,-3.0589999999999997,4.319,-2.553,-2.841,-2.84,-0.79,-0.043
23,-1.4409999999999998,-2.555,0.145,1.5919999999999999,-0.9179999999999999,-0.7859999999999999,-1.869,-0.524,-0.27899999999999997,-2.14,-0.943,-0.1,-1.5290000000000001,-1.08,-0.903,0.23800000000000002,-0.209,-3.0660000000000003,-1.49,-2.0780000000000003,-1.2570000000000001,3.58,0.242,0.603,-0.601,-0.706,2.759,-0.19899999999999998,-0.542,-0.05,0.6629999999999999,-0.384,3.59,-0.078,1.875,2.189,-0.885,-0.99,0.094,-1.993,0.242,-1.2830000000000001,-1.5319999999999998,-2.219,1.909,-2.365,-2.847,-1.57,-0.667,-2.105
24,1.4680000000000002,-0.521,-0.257,0.534,-0.626,-1.219,-1.7519999999999998,-0.8190000000000001,-0.981,-2.403,-2.1719999999999997,2.6839999999999997,-0.993,-0.86,-0.9329999999999999,0.521,1.5130000000000001,-4.106,-0.9229999999999999,-1.598,0.0,2.19,-1.6580000000000001,0.542,-1.3840000000000001,-0.812,-0.45799999999999996,1.206,1.104,-0.375,-0.012,-0.040999999999999995,2.8489999999999998,-0.511,0.787,3.688,-0.635,-1.824,0.175,-1.83,0.2,-1.358,-1.42,-1.906,2.9619999999999997,-2.932,-2.33,-1.33,-0.35700000000000004,-1.347
25,1.857,-0.9620000000000001,-0.374,0.665,0.184,-1.6440000000000001,-1.806,0.2,-0.077,-1.766,-0.5710000000000001,1.197,-0.039,-0.91,-2.033,-0.1,1.179,-4.38,-0.802,-1.423,-2.935,3.32,-1.081,0.914,-0.713,-0.146,2.193,1.3769999999999998,-0.5329999999999999,-0.374,-0.105,-0.54,4.843999999999999,-0.048,0.713,2.029,-0.6890000000000001,0.23800000000000002,-0.93,-1.161,1.281,0.32,-1.536,-2.381,3.3480000000000003,-2.9560000000000004,0.0,-0.43,-1.032,-0.16
26,0.308,-1.26,-0.812,0.831,-0.775,-0.878,-2.392,-1.015,0.153,-1.814,-1.6130000000000002,1.875,-1.128,-1.69,0.27699999999999997,0.3,3.925,-1.922,-1.232,-1.4569999999999999,-2.405,2.18,-2.07,1.79,-0.11599999999999999,-1.379,2.496,3.531,1.9669999999999999,-0.084,0.302,-2.05,4.2219999999999995,-1.6030000000000002,1.429,4.096,-1.396,-1.162,-0.647,-3.2230000000000003,-0.669,-0.434,-1.2,-2.6919999999999997,2.676,-1.2890000000000001,-3.378,-1.97,-1.055,-0.991
27,-0.062,-0.9670000000000001,-0.946,1.4809999999999999,0.361,-1.113,-0.895,0.851,1.294,-0.359,-0.349,2.57,0.426,-0.38,-1.115,-0.894,2.775,-1.689,0.27899999999999997,-0.715,-3.9530000000000003,2.52,-0.5489999999999999,0.965,-0.518,-0.987,0.016,1.598,-1.162,0.16699999999999998,0.142,-0.452,1.042,0.726,0.763,2.5810000000000004,0.364,-1.319,-0.88,-1.591,0.605,-0.745,0.113,-1.722,1.617,-2.144,-3.588,-2.7,-0.639,0.27399999999999997
28,0.06,-2.707,0.264,0.5760000000000001,-1.591,-0.158,-3.9560000000000004,-0.68,-1.456,-2.367,-2.826,2.411,-2.374,-2.82,-1.057,-0.245,1.37,-4.949,-3.569,-1.672,-0.047,4.11,0.0,2.042,-3.571,-2.622,-0.978,1.3730000000000002,-1.547,0.23199999999999998,-0.301,-2.241,3.435,-2.056,0.856,4.848,-2.522,-3.136,0.009000000000000001,0.0,0.821,-0.855,-2.334,-3.9819999999999998,2.927,-2.787,0.29600000000000004,-3.2,-1.673,-1.87
29,2.272,-0.745,-0.41700000000000004,0.207,-1.084,-1.0,-1.1520000000000001,-0.385,0.203,-1.726,-1.347,1.8880000000000001,-0.292,-0.01,-1.761,0.813,0.909,-4.17,-1.015,-1.965,-4.026,2.51,-0.866,0.379,-1.609,-0.529,1.5290000000000001,2.051,2.99,-0.25,-0.055999999999999994,-0.414,2.467,0.405,0.64,2.845,-1.063,-0.675,0.247,-1.252,-0.244,-0.168,-2.05,-2.156,0.682,-1.0979999999999999,-2.459,-0.74,-0.233,-1.137
30,0.51,-0.907,-0.866,0.222,-0.68,0.314,-2.062,-0.449,-0.759,-1.82,0.03,1.615,0.066,-0.03,-1.696,0.20600000000000002,0.665,-1.6340000000000001,-1.002,-2.83,-2.674,0.84,0.9259999999999999,0.466,-1.5659999999999998,-0.043,0.012,-0.581,-1.419,-0.45799999999999996,0.374,-0.672,2.9760000000000004,0.441,0.366,0.7070000000000001,-1.405,-0.653,0.266,-1.433,0.861,-2.046,-0.86,-1.499,1.347,-3.1319999999999997,-2.7239999999999998,-1.21,-1.409,-0.312
31,0.145,-0.9690000000000001,-0.5329999999999999,0.429,-1.145,-1.483,-2.039,-0.05,-0.45399999999999996,-2.528,-0.529,3.136,-0.44,-0.17,-1.946,0.34600000000000003,0.815,-4.154,-1.463,-2.376,-3.485,2.1,-0.54,0.628,-0.6829999999999999,-0.672,2.18,2.193,1.58,-0.212,-0.003,-0.514,2.197,-0.5539999999999999,0.71,3.28,-1.61,-1.666,-0.157,-1.4140000000000001,1.14,-0.17600000000000002,-1.298,-1.931,1.821,-2.065,-3.235,-0.79,0.0,-0.8340000000000001
32,2.053,-2.477,-1.679,0.8370000000000001,-1.5430000000000001,-1.796,-1.365,1.392,-0.768,-2.639,-0.441,1.724,-0.344,-1.23,-0.433,0.075,2.497,-3.577,-1.22,-0.16399999999999998,-3.9019999999999997,3.15,-1.504,0.402,-1.7280000000000002,-1.524,0.084,0.182,-0.027999999999999997,0.653,0.146,-1.079,1.969,-1.3259999999999998,0.67,2.056,-0.6990000000000001,-0.504,-1.196,-1.604,0.053,-0.914,-0.688,-1.801,1.091,-2.0380000000000003,-1.879,-3.03,-0.379,-0.83
33,1.136,-2.215,0.722,0.655,-0.742,-1.5,-1.227,0.773,-0.381,-1.976,-2.385,1.456,-0.708,-0.39,-1.492,-0.17600000000000002,-0.46299999999999997,-4.633,-1.07,-1.715,-0.44,2.28,-1.287,0.8240000000000001,-0.7959999999999999,-0.9390000000000001,-0.642,-2.479,-0.501,-0.32299999999999995,0.478,0.34299999999999997,-4.273,0.7120000000000001,0.469,4.91,-1.022,1.2570000000000001,-0.24600000000000002,-2.5669999999999997,0.43200000000000005,-1.774,-1.232,-1.5319999999999998,-0.18100000000000002,-1.068,-2.838,-1.2,-0.19899999999999998,-0.509
34,0.11900000000000001,-3.014,-0.66,0.833,-0.628,-0.341,-2.4090000000000003,-0.799,-1.068,-2.1180000000000003,-0.6679999999999999,1.2930000000000001,-0.599,-0.08,-1.236,0.377,-0.7090000000000001,-3.3360000000000003,-0.9640000000000001,-1.3969999999999998,-3.28,2.94,-0.391,0.442,-1.87,-0.551,0.75,-0.043,0.096,-0.424,0.21899999999999997,-2.015,0.359,1.286,1.0090000000000001,1.5519999999999998,-0.5529999999999999,-1.6340000000000001,0.731,-1.091,1.145,0.43799999999999994,-0.665,-1.127,3.063,-2.231,-3.429,-1.78,-0.762,-0.805
35,-0.4,-1.62,-0.048,0.7120000000000001,-1.255,-0.40700000000000003,-2.62,-0.222,-1.504,-2.165,-2.1790000000000003,1.732,-2.543,-2.04,-0.619,-0.124,1.47,-4.211,-1.982,-2.145,-3.554,3.01,-0.36200000000000004,0.8490000000000001,-2.347,-1.724,0.273,0.272,-0.9590000000000001,-0.192,0.282,-1.993,2.6289999999999996,-0.247,1.3880000000000001,6.042000000000001,-1.9069999999999998,-1.51,0.534,-2.873,0.239,-2.221,-1.821,-2.408,2.176,-2.7939999999999996,-3.91,-2.46,-1.202,-1.7630000000000001
36,1.234,-0.19699999999999998,-0.7,0.9259999999999999,-0.318,-1.021,-2.557,0.098,-0.2,-2.175,-1.026,1.696,0.5710000000000001,-1.3,-1.788,0.935,0.9570000000000001,-4.915,-0.861,-1.847,0.0,3.92,-1.68,0.992,-0.731,-1.479,4.127,1.624,1.085,-0.29600000000000004,-0.138,-0.78,3.4210000000000003,-1.041,1.6880000000000002,3.782,-1.511,-0.887,-0.628,-1.715,1.073,-0.91,-0.733,-1.923,2.8289999999999997,-3.292,-4.886,-1.54,-1.111,-1.368
37,-0.073,-1.177,-0.983,0.662,0.363,-0.125,0.45,0.109,0.6579999999999999,-0.7090000000000001,-0.28300000000000003,0.755,-0.125,-0.93,-0.9470000000000001,-0.022000000000000002,0.451,-5.439,0.36200000000000004,0.45,0.0,2.6,-2.391,0.214,0.363,0.8240000000000001,0.109,-0.899,1.474,-0.055,-0.081,0.33399999999999996,2.741,0.48,0.92,0.632,-1.148,-1.585,-0.083,-0.214,1.0290000000000001,0.205,0.374,-1.702,2.739,-2.908,-4.301,-0.11,0.16699999999999998,-0.009000000000000001
38,1.716,-0.638,-1.291,0.23199999999999998,0.247,0.038,-0.929,0.015,1.327,-0.485,-0.76,-0.657,-0.889,-0.49,0.235,0.41600000000000004,-0.68,-4.717,-0.857,-1.797,-4.91,2.64,-1.5090000000000001,0.045,-0.7559999999999999,-0.078,2.309,-1.006,-1.52,-0.708,-0.266,0.077,2.35,0.475,0.5579999999999999,0.713,-1.247,-1.4080000000000001,0.389,-1.5519999999999998,0.025,-0.133,-0.244,-1.305,-1.248,-0.9129999999999999,-4.07,0.11,-0.12,-0.982
39,1.922,-2.298,0.436,2.045,-0.737,0.409,-0.878,0.336,-1.18,-1.635,-2.1,1.305,-1.831,-0.78,-0.815,0.9540000000000001,0.18899999999999997,-3.3989999999999996,-0.963,-2.119,0.0,3.03,-0.39799999999999996,0.735,-0.273,-0.772,1.111,1.808,1.348,0.0,0.027000000000000003,0.287,3.9330000000000003,0.002,0.293,4.458,-1.102,-0.8640000000000001,1.189,-2.079,-0.53,-0.456,-1.146,-2.057,-0.758,-1.945,0.0,-1.74,-0.111,-0.615
40,0.925,-1.8159999999999998,-0.086,0.5379999999999999,-2.481,-0.705,-1.757,-0.14300000000000002,-1.126,-2.316,-1.892,2.291,-1.5919999999999999,-1.43,-1.078,0.32899999999999996,1.031,-1.5390000000000001,-2.583,-2.186,0.0,2.55,0.111,0.847,-1.754,-1.337,1.683,3.197,1.026,0.174,-0.1,-0.442,4.532,-1.431,1.046,2.947,-1.419,-0.736,0.004,-2.557,0.986,-0.29100000000000004,-2.161,-1.9180000000000001,3.036,-2.303,-1.719,-1.69,-1.023,-1.359
41,3.385,1.205,-0.46799999999999997,0.27399999999999997,-1.55,0.20199999999999999,-2.5669999999999997,0.24600000000000002,-0.634,-1.419,-0.726,0.809,-1.462,-1.21,-1.5190000000000001,0.292,1.715,-3.6519999999999997,-1.18,-2.011,-2.123,2.08,0.509,0.912,-1.614,0.358,0.237,0.848,-0.758,-0.022000000000000002,0.053,-0.22899999999999998,1.9369999999999998,0.193,0.953,3.609,-1.421,-1.205,0.12300000000000001,-1.347,0.314,-2.286,-1.06,-1.9780000000000002,0.988,-2.557,-3.7239999999999998,-0.08,-0.315,-0.8859999999999999
42,0.522,-0.985,-0.6509999999999999,0.47700000000000004,-2.0709999999999997,-1.078,-2.235,-0.121,-1.3230000000000002,-2.323,-1.248,3.15,-0.8009999999999999,-0.69,-1.127,0.14300000000000002,1.82,-3.883,-2.016,-1.624,-3.97,3.59,-0.509,1.224,-2.231,-1.057,3.602,3.37,2.316,-0.245,0.174,-1.4380000000000002,1.656,-0.9390000000000001,1.1079999999999999,3.408,-1.71,-1.771,0.228,-1.466,1.131,-1.5090000000000001,-1.785,-2.1590000000000003,2.977,-1.972,-3.049,-1.11,-1.4240000000000002,-1.5290000000000001
43,0.10800000000000001,-0.491,-0.752,1.208,-0.27899999999999997,-0.349,-0.6809999999999999,3.095,-0.626,-2.173,-0.013999999999999999,3.325,-0.006999999999999999,-0.45,-1.0190000000000001,0.7090000000000001,2.359,-3.4619999999999997,-0.239,-1.4409999999999998,-3.298,2.7,-0.546,1.4180000000000001,-1.111,0.077,-0.08900000000000001,-1.551,-1.129,0.295,0.196,0.083,0.614,-1.058,0.168,1.74,-0.47,0.212,-0.07400000000000001,-1.365,0.529,-1.306,-0.599,-1.828,2.668,-1.861,-2.997,-1.41,-0.051,0.649
44,1.4780000000000002,-2.426,-0.902,1.037,-1.62,-0.826,-0.915,0.7809999999999999,-0.14,-1.062,-0.853,4.933,-1.065,-1.47,-2.688,0.825,2.5980000000000003,-4.039,-0.305,-0.7909999999999999,0.0,3.38,-1.962,1.0190000000000001,-0.736,-1.6480000000000001,0.355,2.9160000000000004,3.719,0.237,0.7040000000000001,-0.43799999999999994,1.325,0.43,0.872,4.631,0.205,-0.708,-0.335,-2.2569999999999997,0.779,-1.012,-1.124,-1.124,-0.528,-2.661,-3.86,-2.59,0.149,-1.222
45,1.76,-1.8530000000000002,-0.971,1.6019999999999999,-2.063,-0.375,-2.168,-0.1,-0.272,-2.128,-0.11800000000000001,2.8489999999999998,-0.355,-0.68,-0.863,0.5,1.6380000000000001,-2.5660000000000003,-0.491,-1.796,-4.0889999999999995,1.95,-0.191,0.723,-0.946,-0.5479999999999999,0.055,-0.722,0.713,0.36200000000000004,0.516,-0.867,-1.365,-0.10300000000000001,1.1320000000000001,1.355,-0.882,-1.123,0.5720000000000001,-1.69,1.165,-1.69,-1.073,-2.002,0.925,-2.371,-3.585,-1.78,-0.621,-0.29600000000000004
46,2.864,-1.186,-1.546,0.376,-0.5720000000000001,-1.255,-1.119,0.271,0.021,-1.83,-0.146,1.696,0.42200000000000004,0.22,-1.057,0.841,1.54,0.0,-0.146,-2.333,0.0,2.37,-2.36,0.5870000000000001,-0.265,0.948,-0.017,2.066,1.8980000000000001,-0.40700000000000003,0.185,-0.185,4.1,1.247,0.322,1.288,0.0,-2.161,-0.386,-1.6,1.3430000000000002,-0.282,-0.685,-1.27,2.099,-2.349,-3.989,-0.41,0.39799999999999996,0.826
47,1.565,-0.402,-1.4,0.345,-1.4669999999999999,-1.124,-1.4140000000000001,1.124,-0.32799999999999996,-0.73,-1.067,1.965,-0.8759999999999999,-0.36,-1.56,0.19399999999999998,1.854,-2.995,-0.7070000000000001,-2.27,0.0,2.32,-1.0270000000000001,0.872,-1.5730000000000002,-0.9890000000000001,2.478,1.92,1.327,-0.611,-0.075,-1.114,2.7310000000000003,-1.022,0.7290000000000001,3.307,-1.561,-0.621,-0.374,-0.341,-0.43200000000000005,1.4469999999999998,-1.443,-2.679,1.791,-2.404,-2.978,-1.63,-0.8059999999999999,-0.73
